label,message,message_length,label_encoded,message_clean
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",72,0,"i need an 8th but i'm off campus atm, could i pick up in an hour or two?"
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",134,0,"oh... haha... den we shld had went today too... gee, nvm la... kaiez, i dun mind goin jazz oso... scared hiphop open cant catch up... "
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,106,0,been running but only managed 5 minutes and then needed oxygen! might have to resort to the roller option!
ham,We live in the next  &lt;#&gt; mins,35,0,we live in the next  &lt;#&gt; mins
ham,Y de asking like this.,22,0,y de asking like this.
ham,Just glad to be talking to you.,31,0,just glad to be talking to you.
ham,Wat time ü finish?,18,0,wat time ü finish?
ham,Sorry da. I gone mad so many pending works what to do.,54,0,sorry da. i gone mad so many pending works what to do.
ham,How much you got for cleaning,29,0,how much you got for cleaning
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,101,0,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,108,1,sunshine quiz! win a super sony dvd recorder if you canname the capital of australia? text mquiz to 82277. b
ham,Ü called dad oredi...,21,0,ü called dad oredi...
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,89,0,good. do you think you could send me some pix? i would love to see your top and bottom...
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,75,0,nvm... i'm going to wear my sport shoes anyway... i'm going to be late leh.
ham,"Sorry, I'll call later In meeting.",34,0,"sorry, i'll call later in meeting."
ham,THIS IS A LONG FUCKIN SHOWR,27,0,this is a long fuckin showr
ham,"Received, understood n acted upon!",34,0,"received, understood n acted upon!"
ham,They finally came to fix the ceiling.,37,0,they finally came to fix the ceiling.
ham,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",170,0,"u need my presnts always bcz u cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'that mns prabha is'love' got it. dont mis me...."
ham,Jus finish blowing my hair. U finish dinner already?,52,0,jus finish blowing my hair. u finish dinner already?
ham,I'm on the bus. Love you,24,0,i'm on the bus. love you
ham,Lol ... I knew that .... I saw him in the dollar store,54,0,lol ... i knew that .... i saw him in the dollar store
spam,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,165,1,todays voda numbers ending with 7634 are selected to receive a £350 reward. if you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
ham,Only saturday and sunday holiday so its very difficult:),56,0,only saturday and sunday holiday so its very difficult:)
ham,Everybody had fun this evening. Miss you.,41,0,everybody had fun this evening. miss you.
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",89,0,"got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
ham,Oh wow thats gay. Will firmware update help,43,0,oh wow thats gay. will firmware update help
ham,These won't do. Have to move on to morphine,43,0,these won't do. have to move on to morphine
ham,How come i din c ü... Yup i cut my hair...,42,0,how come i din c ü... yup i cut my hair...
ham,K k pa Had your lunch aha.,26,0,k k pa had your lunch aha.
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),66,0,captain vijaykanth is doing comedy in captain tv..he is drunken :)
ham,Of course. I guess god's just got me on hold right now.,55,0,of course. i guess god's just got me on hold right now.
ham,Do you hide anythiing or keeping distance from me,49,0,do you hide anythiing or keeping distance from me
ham,Havent.,7,0,havent.
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,143,1,you are being ripped off! get your mobile content from www.clubmoby.com call 08717509990 poly/true/pix/ringtones/games six downloads for only 3
ham,Sorry i din lock my keypad.,27,0,sorry i din lock my keypad.
ham,Are you planning to come chennai?,33,0,are you planning to come chennai?
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,155,1,we tried to contact you re your reply to our offer of a video phone 750 anytime any network mins half price line rental camcorder reply or call 08000930705
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,157,0,god created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. now plz dont ask y he created so much gap between legs !!!
ham,We are okay. Going to sleep now. Later,38,0,we are okay. going to sleep now. later
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,135,0,"finally it has happened..! aftr decades..! beer is now cheaper than petrol! the goverment expects us to ""drink"". . . but don't ""drive """
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ,156,1,a £400 xmas reward is waiting for you! our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. just call 09066380611 
ham,Where r e meeting tmr?,22,0,where r e meeting tmr?
ham,Lol yes. But it will add some spice to your day.,48,0,lol yes. but it will add some spice to your day.
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,80,0,our prasanth ettans mother passed away last night. just pray for her and family.
ham,"K, I'll work something out",26,0,"k, i'll work something out"
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,136,1,private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08718738002 identifier code: 48922 expires 21/11/04
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,106,0,this message is from a great doctor in india:-): 1) do not drink appy fizz. it contains cancer causing age
ham,You call him and tell now infront of them. Call him now.,56,0,you call him and tell now infront of them. call him now.
ham,Ok no prob...,13,0,ok no prob...
ham,Ladies first and genus second k .,33,0,ladies first and genus second k .
ham,No. Yes please. Been swimming?,30,0,no. yes please. been swimming?
ham,Mum not going robinson already.,31,0,mum not going robinson already.
ham,Ok set let u noe e details later...,35,0,ok set let u noe e details later...
ham,Not..tel software name..,24,0,not..tel software name..
ham,I send the print  outs da.,26,0,i send the print  outs da.
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,49,0,im realy soz imat my mums 2nite what about 2moro 
ham,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",159,0,"when i was born, god said, ""oh no! another idiot"". when you were born, god said, ""oh no! competition"". who knew, one day these two will become freinds forever!"
ham,"I didnt get ur full msg..sometext is missing, send it again",59,0,"i didnt get ur full msg..sometext is missing, send it again"
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",64,0,"probably not, i'm almost out of gas and i get some cash tomorrow"
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",152,1,"customer service announcement. we recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. ref:9280114"
ham,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,107,0,i forgot 2 ask ü all smth.. there's a card on da present lei... how? ü all want 2 write smth or sign on it?
ham,I'm leaving my house now.,25,0,i'm leaving my house now.
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",160,1,"hi babe its chloe, how r u? i was smashed on saturday night, it was great! how was your weekend? u been missing me? sp visionsms.com text stop to stop 150p/text"
ham,Ü ready then call me...,23,0,ü ready then call me...
ham,Wewa is 130. Iriver 255. All 128 mb.,36,0,wewa is 130. iriver 255. all 128 mb.
ham,It is a good thing I'm now getting the connection to bw,55,0,it is a good thing i'm now getting the connection to bw
ham,Sry da..jst nw only i came to home..,36,0,sry da..jst nw only i came to home..
ham,"That's cool he'll be here all night, lemme know when you're around",66,0,"that's cool he'll be here all night, lemme know when you're around"
ham,Are you staying in town ?,25,0,are you staying in town ?
ham,"Haha yeah, 2 oz is kind of a shitload",37,0,"haha yeah, 2 oz is kind of a shitload"
ham,Ok u can take me shopping when u get paid =D,44,0,ok u can take me shopping when u get paid =d
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",63,0,"alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
ham,But pls dont play in others life.,33,0,but pls dont play in others life.
ham,Eatin my lunch...,17,0,eatin my lunch...
ham,Hmmm.but you should give it on one day..,40,0,hmmm.but you should give it on one day..
ham,"Didn't try, g and I decided not to head out",43,0,"didn't try, g and i decided not to head out"
ham,Ok no prob,10,0,ok no prob
ham,Surly ill give it to you:-) while coming to review.,51,0,surly ill give it to you:-) while coming to review.
